row_Number,text,polarity
2816,"[<Sentence: πριγκιπισσα σαρλοτ: μια... πραγματ σταρ χαιρετ κοσμ βαπτις αδελφ της, πριγκιπ λουις ειναι μολις τρ ετ καταφερν παντ κλεβ εντυπως γλυκ παιδ μεν, αλλα καθε βασιλ επισημοτητ χαιρετισμ ",0
2817,"[<Sentence: αυτ ειναι αγορ εδω δυο εβδομαδ ζ μια πρωτοφαν περιπετει μαζ προπονητ τους.>, <Sentence: δυο πρωτ ημερ επιχειρης απεγκλωβισμ ταιλανδ στεφθ απολυτ επιτυχ παιδ ειναι ηδη σω νοσοκομειο.>, <Sentence: συμφων παντως αρχες, πρωτ παιδ βγ ειναι καλ υγει πολυ… πεινασμενα.>, <Sentence: παραπονεθ ειναι πεινασμεν θελ τηγανιτ ρυζ βασιλικο», ειπ επικεφαλ ομαδ διασως ναρονγκσακ οσοτανακορν, αναφερομεν σ’ εν δημοφιλ ταιλανδεζ φαγητο.>, <Sentence: ωστοσο γιατρ «τα κρατ μακρια» γον τους, αποφυγ κινδυν μολυνθουν, καθως ειναι πολ εξασθενημενα.>, <Sentence: «οι γιατρ εξεταζ ενδεχομεν επιτρεψ οικογενει επισκεφθουν, αλλα πισω εν τζαμι», προσθεσε.>, <Sentence: υπουργ εσωτερ ανουπονγκ παοτσιντ δηλως επισης αγορ ειναι καλ υγει τους, χωρις δως αλλ ",-1
2818,"[<Sentence: τοροσιδης: «απο ελλαδ εκτ ξανθ εχ κατι αλλο...» βασιλ τοροσιδ μιλ ερ σπορ για:«ειχα δηλως αγων ηθελ εν τελικ βραζιλια- αργεντινη.>, <Sentence: κι εγω ηθελ παρει, βολευ πω κροατ βελγιο, οποι αποκλειστηκαμε.>, <Sentence: εχ παιξ δυο μουντιαλ, αλλα οταν χαν μια τετοι διοργανωση, ειναι δυσκολ εν παικτη.>, <Sentence: ολ παιχνιδια, εξαιρες τρια, τεσσερα, ητ ανταγωνιστ μεχρι τελος».«αν ειχ αποκλεις μια εκ βελγιου, κροατ ειχ προκριθει, πηγαιν ομαδ ητ σοβαρ ειχ επιστρεψ αγωνιστικοτητα, ομαδικοτητ κλιμ υπηρχ μεχρι προηγουμεν μουντιαλ».«ο ρανιερ ηρθ μια πολ δυσκολ εποχη.>, <Sentence: πρωτ ματς ουσιαστ χαρισαμε, καν χειρ παιχνιδ προκριματικα».«στον ομιλ πρεπ παρ πρωτια, γιατι μετρ πολ αποτελεσματα.>, <Sentence: εχ μπ σ’ εν δρομ πιστευ ειμαστε οπως προκριματ μουντιαλ, εχ προβλημ βγ πρωτοι».«ειμαι ελευθερος, καθως τελειως συμβολαι μπολονια.>, <Sentence: αυτην στιγμ ξεκουραζομαι, σκεφτομαι, ειναι πρωτ χρον καριερ ειμαι ελευθερ σκεφτ μελλον μου.>, <Sentence: ελλαδ εχ κατι, περ ξανθ οποι τελειως καριερ μου.>, <Sentence: θελ καν καλ επιλογη, παιξ επομεν δυο, τρ χρον υψηλ επιπεδο, χωρις μετανιωσω.>, <Sentence: μπορ πω π μια χωρ μονον χρηματα, αλλα κοιταζ πολ οικογενει μου.>, <Sentence: ολ παιζ ρολ τους».«το ειχ π μετα τελευται ματς κροατ ειμαι παντ διαθεσιμ εθνικη.>, <Sentence: ταλεντ υπαρχ ελλην ποδοσφαιριστη, νοοτροπ λειπει».«ανεκαθεν επαιζ στοπερ.>, <Sentence: μακαρι φτας κατακτης πρωταθλημ ναπολι, οποι επαιξ φετος καλ ποδοσφαιρο.>, <Sentence: συζητ ανθρωπ μπολον φετος παρακαλ παρ εν καλ παικτ γιουβεντ ναπολι.>, <Sentence: πιστευ μια πενταετ χτυπ αγγλ πρωταθλημα, ξεπερας καποι γραφειοκρατ ζητημ κι εκει υπαρχουν».«βοηθαει.>, <Sentence: ιταλ εφαρμοστ φετος, χρησιμοποι περισς χρον δ ",0
2819,"[<Sentence: νε τεχνολογια, ειναι πλεον ακομ σταθερ τρεξιμ περπατημα, ενω σολ εχ κατασκευαστ χρης τεχνολογ εξαιρετ αντοχ ανες οσο σκληρ ",1
2820,"[<Sentence: οπως ειναι λογικο, εχ αλλ επιλογ πρεπ αναγκαστ στραφ αναμεν εχ πυρηνες, κατι φαιν ονομας ος ειχ μπορ αριθμ πυρην ειναι ιδι αλλα εχ υψηλ επιδος χαμηλ καταναλως ενεργει ενω ειναι χρονισμεν ιδι ταχυτητα, κατι οφειλ αρχιτεκτον επιδος νε επιβεβαιων μολις εμφανιστ ",0
2821,"[<Sentence: αβραμοπουλος κατα αυστριας: ανεφικτ ανεπιθυμητ σχεδ αιτης ασυλ μον εκτ εε «ουτε εφικτ ουτε επιθυμητο», χαρακτηριζ ευρωπαι επιτροπ μεταναστευσης, δημητρ αβραμοπουλος, σχεδ αυστριακ υπουργ εσωτερ χερμπερτ κικλ, ιδι θελ προωθ πλαισι αυστριακ προεδρ εε προβλεπ δυνατοτητ υποβολ αιτης ασυλου, μοναχ εκτ ευρωπησ.σε σημερινη, μακρ συνεντευξ αυστριακ εφημεριδ ελλην επιτροπ τονιζ χαρακτηριστικα: «θελουμε σταματ παρατυπ μεταναστευση, αλλα διακοψ βοηθει εκειν χρειαζ προστασια, προτιμ διαδρομ ανθρωπ χρηζ προστας πρεπ ειναι εν σιγουρ συντεταγμεν δρομος, μεσα προγραμμ εγκαταστασης».υπενθυμιζει ταυτοχρονα, χωρες-μελη ευρωπαικ ενως εχ δεσμευτ δεχθ μεσα αυτ διαδικας επομεν δυο χρον προσφυγες, ενω διευκρινιζ «προς παρον, ασυλ μπορ χορηγ μονον εντος ευρωπ αυτ στιγμη, εξωτερ διαδικας ειναι ουτε εφικτες, ουτε επιθυμητες».στη συνεντευξ του, επιτροπ μεταναστευς τασς υπερ εν «δικαιου αλλα αυστηρου» συστημ ασυλ εε υπερ ενισχυμεν προστας εξωτερ συνορ ευρωπη, οποια, κατα αποψ του, ειναι δυνατον σταματ συντομ συνοριακ ελεγχ εντος ευρωπησ.ο ελλην επιτροπ επαναλαμβαν αναγκ μιας ευρωπαικ συνεργας προσφυγικο-μεταναστευτικο, τονιζ επισης, ευρωπ ειναι σημερ πολ καλ προετοιμασμεν ο,τι τρ χρονια, επιπλεον αριθμ παρατυπ αφιξεων, ουτε κατα διανοι ειναι τος υψηλ οσο σημειωνει, αυτ ειναι αποτελεσμ κοιν προσπαθειων, συνεργας τουρκ βορειοαφρικαν χωρες, αγων κατα διακινητων, αλλα αποτελεσμ καλ προστας εξωτερ συνορων, τωρ χρειαζ διαρθρωτ λυς ειναι καν καλ ",0
2822,"[<Sentence: καλ κυβερνης -μετα «παραθυρο» αφ ευρωπαι επιτροπ οικονομ υποθες πιερ μοσκοβισι- καταργ «τωρα» διαταξ προβλεπ αναπροσαρμογ κυρι επικουρ συνταξ πρωτοχρον σημειωνει, επισης, κατι τετοι αποτελες «ελαχιστη ανταποκρις υπερβολ βαρ οποι επωμιστ ελλην πολιτες, ειδικ ασθεν εισοδηματ στρωματα, πολιτ σημεριν ",1
2823,"[<Sentence: το «κατηγορω» φιλ ηθικ αυτουργους: «εισαι περηφαν εξαιτ κομπλεξ χαθ ζωη;» οργ ηθικ αυτουργ οδηγησαν, οπως περιγραφουν, αργυρουπολ βαλ τελ ζω ξημερωμ κυριακης, ειναι φιλ συμμαθητ του.>, <Sentence: στεν φιλ φιλ θυμ εγραψ εν κοιν κειμεν δημοσιοποι λογαριασμ οποι απευθυν προσωπ καθε εν εκειν εκαν εφτας συμφων επιστολ αυτοχειρ απονενοημεν διαβημα, αλλα ος παιδ βιων παρομοι καταστασεις.«εισαι περηφανος; εισαι περηφαν καταφερ αναγκας εν παιδ νιως μον λυς ειναι αυτοκτονια; εισαι περηφαν εξαιτ κομπλεξ χαθ ζωη; εισαι περηφαν στερ εν μελ οικογενειας, εν αδελφ εν φιλο; εισαι περηφαν σκοτως εν ονειρ στοχους, οπως ολ μας; εισαι περηφαν στερ μελλον στερ εν κομματ ζω ολ μας;» ρωτ φιλ κειμεν αναρτησαν, ος ειχ μετατρεψ κολας ζω υβρ επιθες εντος, αλλα εκτ σχολειου.ο φιλ ειναι μαζ τους.>, <Sentence: ομως, μεχρι βραδ σαββατ εδειχν πολ χαρουμενος, σπιτ φιλ οπου ειχ π γιορτας γενεθλ της.>, <Sentence: ομως σωστ τωρ ξαφν θυμ αυτ ατομ εχ καρδια.>, <Sentence: επρεπ οδηγης αυτ σημει καταλαβ λεξ πονανε” εγραψ φιλ του.οι κολλητ στελν μηνυμ ος παιδ ζ καταστας αυτ βιων δικ φιλος, σπας σιωπ καταγγειλουν.>, <Sentence: “οσο τωρ παιδ μον εχ πω ειναι παντ υπαρχ εν κομματ καρδ μας.>, <Sentence: απλ τωρ ηρθ στιγμ παρ δραστ μετρ αφ κανεν αλλ παιδ καταληξ ετσι.>, <Sentence: τουλαχιστον οχι αυτον τροπο» εγραψ κοιν αναρτηση.απο σχολ φιλ αλλα αγνωστ συγκλονιστ ειδης αυτοκτον του, κατακλυστ προσωπ λογαριασμ μεσα λιγ συγκεντρως περισς σχολια.>, <Sentence: ειχ ολ ζω μπροστ του», ειναι εν χαρακτηριστ σχολια, ενω αλλ φαιν ηξερ δεχοταν, εγραψ «γιατι ρε αγοριν μου; ελεγ μιλ εναν...τωρα... συγγνωμη... ",-1
2824,"[<Sentence: καλοκαιρινες εκπτως αξεσουαρ αυτ καλοκαιρ διν δυνατοτητ ολ αποκτ αγαπημεν αξεσουαρ εκπτως εως ος επισκεφτ εν καταστημ μπορ αποκτ εκπτως μεγαλ κατασκευαστ εως ατοκ δος χρης πιστωτ καρτας, επιλεγ μεσα μια μεγαλ ποικιλ οπως: τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον μον μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον τωρ μον ν8 τωρ μον τωρ μον τωρ μον παραλληλα, διν εως εκπτως αλλα μεγαλ ποικιλ σχεδιων, χρωμ υλ θηκες, ωστε μπορ ολ αποκτ θηκ ταιριαζ προστατευς συσκευ πτως καθημεριν ",1
2825,"[<Sentence: ανακοινως «κυανολευκων» αναφερει: «η πα ατρομητ βρισκ ευχαριστ θες ανακοινως αποκτης ελευθερ μεταγραφ διεθν ουγγρ τερματοφυλακα, τερματοφυλακ ειναι γνωστ ελλην ποδοσφαιρ παρους ολυμπιακ συμμετοχ κυπελλ ελλαδας, μετα πεντ χρον ολυμπιακ αγωνιστ ακομ ισπαν χεταφ γερμαν γκροιτερ φιρτ, ατρομητ αποτελ νε ομαδα.>, <Sentence: αμεσως μετα ολοκληρως μεταγραφ εμπειρ γκολκιπερ εκ ακολουθ δηλωσεις: «γνωριζω ατρομητ περσιν χρον εχ δημιουργ πολ σταθερ ομαδ μπορ καταφερ πολλ πραγμ ελλαδ ευρωπ αυτ ητ λογ αποδεχθ ",0
2826,"[<Sentence: «επειδη συνεχιζ προκαλ δηλως τους, αλλοιων συνεχως αληθει λεγ ασυστολ ψεματα, μον εχ ψηφις ολ μειως συνταξ μετα εχ συμπεριλαβ μειως εχ ψηφις ολιστ προγραμμ αναπτυξης, μπδς προσφατ αναλογιστ μελετ ασφαλιστ κι επειδη ολ αυτ εγιν αποκλειστ δικ ευθυνη, θυμιζ ειναι αδικ αχρειαστ περικοπ συνταξεις, καθως αυξης ασφαλιστ εισφορων, πραγματοποι επι διακυβερνης συριζα-ανελ, υψ δις ευρω!>, <Sentence: μειως ποσοστ πος συνταξ κυρι επικουρ δικαιουχων, οποι αναλαμβαν εργας αποκτ ιδιοτητ δραστηριοτητ υποχρεωτ υπακτ ασφαλις εφκ ετεαεπ δικαιουχ απασχολ δημος νπδδ.>, <Sentence: β. σταδιακ προσαρμογ ποσοστ κυρι συνταξ αγροτ μεχρι ενω πληρ εθν συνταξ λαμβαν γ. επιβολ εισφορ υπερ υγει αγροτ επιστημον αλλαγ νομ κατρουγκαλ κατηργ σταδιακ προσαρμογη.>, <Sentence: παγωμ συνταξ περιορισμ μελλοντ αυξης αναλογ αναπτυξ (50%)και πληθωρισμ ανωτερ εκαστοτ πληθωρισμο.>, <Sentence: συνταξ εκδιδ μετα, συμφων νομ ειναι μειωμεν μεσοσταθμ κατα τουλαχιστον σχες περικοπ τμημ προσωπ διαφορ κυρι επικουρ καταβαλλομεν συνταξ μεχρι επιπλεον περικοπ οικογενειακ επιδομ οποιαδηποτ αυξης μετα συμψηφιζ υπολοιπ προσωπ διαφορ (μεγαλυτερο μεχρι πληρ εξαλειψ του!» καταληγ ",-1
2827,"[<Sentence: ανακοινως υπουργει αμυν αναφερ κεντρ συντονισμ ερευν διασως λαρνακ ελαβ επειγ κλης λογ ασθενει εν μελ πληρωμ εμπορ πλοι βρισκ αγκυροβολημεν κολπ πολ ",-1
2828,"[<Sentence: ξεκιν καλοκαιριν εκπτωσεις[1] καταστημ γερμαν ολ ελλαδα, καθως οπου καταναλωτ μπορ βρ φθην -και εως ατοκ δοσεις[2]– δημοφιλ τablet, αξεσουαρ, τηλεορας αλλα προιοντ τεχνολογιας.>, <Sentence: -το προσιτ επωνυμ αγορας, οθονη, διαθεσιμ αποκλειστ γερμανο, μον μην ατοκ δος ποντους) -τo αδιαβροχ μον ατοκ δος ποντους) μον ατοκ δος ποντους) -το οθον μον ατοκ δος ποντους) -τα απαραιτητ αξεσουαρ καλοκαιριου: θηκ δωρ αδιαβροχ θηκ αξι μολις προσφορ ισχυ η/και μεχρι εξαντλης ",1
2829,"[<Sentence: δυο αναγνωρισμεν συγγραφ λογαριασμ εκδος καστανιωτ ειχ αναλαβ ευθυν ερευνησουν, συγκεντρως επιμελ καλ αντιπροσωπευτ δειγμ αστυνομ λογοτεχν βαλκαν πραγματ παρα αντικειμεν (ανυπερβλητα) προβλημ καταφεραν.>, <Sentence: ετσι, «εικοσι εν πρωτοτυπ διηγημ σημαντικ συγχρον συγγραφ αστυνομ λογοτεχν επτα βαλκαν χωρ –ελλαδα, βουλγαρια, κροατια, ρουμανια, σερβια, σλοβεν τουρκια– συγκεντρων πρωτ φορ διεθν εκδοτ χρον συλλογη, οποι αναδεικνυ ποικιλομορφ δυναμισμ βαλκαν αστυνομ αφηγηματος, προσφερ ταυτοχρον εν αποκαλυπτ πανοραμ συγχρον πραγματικοτητ βαλκανια, τροπ μον νουαρ λογοτεχν μπορ πετυχει».στο μικρ ενημερωτ σημειωμ εκδοτ διαβαζουμε: «ενας παραφρ αξιωματ αστυνομ οργανων μυστικ σχεδ ακραι καταστολ εξαρχει φλεγονται, ωρ αγγελ διαβολ τσακων λεωφορ ρημαγμεν μπλοκ εργατ πολυκατοικ σοφ ψυχ εν πληρωμεν δολοφονου.>, <Sentence: εν μπατσος, εξαντλημεν νυχτεριν δουλει πορτιερ κλαμπ, κυνηγ φαντασμ πιατς εξαθλιωμεν μεταναστ βελιγραδι, φαινομεν ειδυλλιακ παρκ βουκουρεστ μετατρεπ τοπ αγρι εγκλημ ακτ βοσπορ αστεγ πρεζακ στρατολογ μελλοντ τζιχαντιστες».τελος, δυο λογι επιμελητεσ.γεννηθηκε ",0
2830,"[<Sentence: ντραγκι: πρωτ καν αναλυς χρε μετα κριν ποσοτ χαλαρως παγ ελλην προσδοκ ενταξ προγραμμ ποσοτ χαλαρως διατηρης κατ’ εξαιρες αποδοχ ελλην ομολογ ενεχυρ παροχ ρευστοτητ εκτ ελλην τραπεζ εβαλ επικεφαλ ευρωπαικ κεντρ τραπεζ μ. ντραγκι.μιλωντας ευρωπαικ κοινοβουλιο, ντραγκ περιεγραψ διαδικας οποι πρεπ προηγ προκειμεν μπορ ελλαδ ενταχθ προγραμμα.απαντωντας ερωτης ευρωβουλευτ νδ, γιωργ κυρτς ανεξαρτητ ευρωβουλευτη, νοτ μαρια, ευρωπαικ κεντρ τραπεζ συνεχις δεχ ελλην ομολογ ενεχυρα, προεδρ εκτ ανεφερ εξης: συνεχιστ μετα ληξ ελλην προγραμματος, δηλαδη μετα αυγουστου, πρεπ υπαρξ θετικ αξιολογης πλευρ εκτ βιωσιμοτητ ελλην χρεουσ.ο μαρ ντραγκ ανεφερ εκt καν δικ αξιολογης βιωσιμοτητ ελλην χρεους, καθως αξιολογης διαχειρις κινδυνων, μετα εγκρις τελευται αποφας εθν κοινοβουλ ευρωζων μετα απαραιτητ αποφας διοικητ συμβουλ ευρωπαικ μηχανισμ σταθεροτητ (esm).οντραγκι, σημειωσε, επισης, καθεστ ενισχυμεν εποπτει οποι υπαχθ ελλαδ μετα ληξ τρεχοντ προγραμμ αυγουστου, εγγυ συνεχις παρα μον αξιολογης βιωσιμοτητ ελλην χρε ευρωπαικ κεντρ τραπεζ ",0
2831,"[<Sentence: «εχουμε μεγαλ ελπιδ πιστευ ολ ειναι καθ οδον πρεπ συμβ αυτ εβδομαδα», δηλως κ. ντιμιτροφ, περιθωρ συνοδ λονδιν δυτικ βαλκανια.>, <Sentence: νατ αρχιζ τεταρτ συνοδ κορυφ βρυξελλ ενω προσοχ επικεντρων επικρις αμερικαν προεδρ ντοναλντ τραμπ κατα συμμαχιας, ενταξ πγδμ βρισκ επισης ",0
2832,"[<Sentence: εχ συναντης μουσταφ ακιντζ λεγομεν πρωθυπουργ ψευδοκρατ αναχωρ αγκυρ χωρις καν εγκαιν μεγαλ τζαμ χτιζ εξω λευκως περιοχ μηλια.>, <Sentence: γι’ αυτ ειναι πολ καλ ευκαιρ χυς μις φαρμακι».κατα μον ωρ παραμειν κατεχομενα, γραφ οζανταμ, συναντ μουσταφ ακιντζ τουφ ερχιουρμ οποι μεταφερ ευχ ",0
2833,"[<Sentence: εξελιξ τελευται επιβεβαιων ουσιαστ ος προειδοποι «ναι» σχεδ μ τελωνειακ ενως μελλοντ εμπορ σχες ε.ε. σημαιν συναινεση, αλλα δοθηκ κερδις ιδι χρον επομεν κινης πεποιθης αυτ απορριφθ ",0
2834,"[<Sentence: λογ θεμα, υγειονομ υπηρες ειναι διαρκ επικοινων ευρωπαικ επιτροπ αρμοδ αρχ εμπλεκομεν κρατ μελ μες συστημ εγκαιρ προειδοποιης τροφιμ ζωοτροφ περιπτως κριθ αναγκαι επανελθ νε ",-1
2835,"[<Sentence: ειναι μολις τρ ετ καταφερν παντ κλεβ εντυπως γλυκ παιδ μεν, αλλα καθε βασιλ επισημοτητ χαιρετισμ πληθος.>, <Sentence: λογ μικρ οποι αλλ μια φορ τραβηξ βλεμμ βαπτις αδελφ της, σαρλοτ εδειξ βασιλ τροπ συμπεριφορ χαιρετ ευγεν αρχι πισκοπ καντερμπ ρι, κατα αφιξ μυστηριο.>, <Sentence: πιπ μιντλετον εισηλθ να συνοδευομεν συζυγ τζειμς μαθ αλλα ολ οικογενει μιντλετον.με ανακοινως παλατ μπακιγχαμ εκ γνωστ βασιλισς ελισαβετ συζυγ της, πριγκιπ φιλιππος, ηταν παροντ βαπτις λογ υποχρεως εκτ βρετανιασ.δειτε βιντεο: βαπτις πριγκιπ λουις: βιντε ",0
2836,"[<Sentence: μει: κινδυν ατακτ χωρις συμφων εε βρεταν κυβερνης δως δημοσιοτητ λεγομεν λευκ βιβλ σχετ πολιτ προσεχ πεμπτη, ανακοινως πρωθυπουργ τερεζ μει, μιλ κοινοβουλιο.η μ διαβεβαιως μεταβατ περιοδ προκειτα παραταθ ευρωπαικ δικαστηρ εχ δικαιοδος ηνωμεν βασιλει μετα οριστικοποιης διαζυγ επεμειν επισης δικ προτας ειναι σωστη.η πρωθυπουργ τονις ευρωπαικ ενως πρεπ αντιμετωπις εποικοδομητ νε προτας της, γιατι διαφορετ περιπτως ελοχευ κινδυν αποχωρης ηνωμεν βασιλει χωρις επιτευξ συμφωνιασ.μιλωντας λιγ ωρ μετα παραιτης δυο κορυφαι υπουργ κυβερνης της, αφορμ σχεδ μ ειπ μοντελ προτειν βρυξελλ μελλοντ σχες λονδιν ητ απαραδεκτ αυτ προτειν ειναι προκλης εε, απαιτ αυτ επανεξετασουν, δ περ θες εχ λαβ μεχρι τωρ συμφων νε δικαι ισορροπ μεταξυ δικαιωμ υποχρεως υποστηριξε.>, <Sentence: ψιθυρ βουλευτ τορις εφτας μαγ αριθμ επιστολ απαιτ διεξαγωγ ψηφ εμπιστοσυν εγραψ λορ κενσμπεργκ, διευκρινιζ εχ τροπ επιβεβαιως αληθευ αυτ πληροφορια.οι συντηρητ εχ βουλευτ βουλ κοινοτητ βας κανονισμ κομμ απαιτειτα αυτ (δηλαδη στειλ επιστολ προεδρ αποκαλουμεν επιτροπ αμφισβητ ηγες μει.την παραιτης υπεβαλ νωριτερ υπουργ εξωτερ βρετανιας, μπορις τζονσον, εγιν ετσι τριτ υπουργ μεσα ωρ αποχωρ κυβερνηση, εναντ σχεδ πρωθυπουργ τερεζ μ εν «μαλακο» δηλωσε: «το απογευμα, πρωθυπουργ εκ δεκτ παραιτης μπορις ",-1
2837,"[<Sentence: νυχτεριν καταστημ αλλα πλανοδ πωλητ στοντ κερκυρας, εντοπις πρωτ πρωιν ωρ κυριακ εν αλλοδαπ οποι διεθ πωλης συσκευ χρης μαλιστα μες δρομου!ο νεαρ συνεληφθ οδηγ εισαγγελ πλημμελειοδ κερκυρ ασκ διωξ παραβας νομ περι νοθει τροφιμ κατοχ βρεθ αμπουλ αερι γελιου, πληθ μπαλον μια μεταλλ συσκευ απελευθερως αεριου, οποι κατασχεθ μαζ ευρ ειχ βγαλ πωλης στιγμ ",-1
2838,"[<Sentence: σ. θεοδωρακης: σπας κυκλ σιωπ κι ανευθυνοτητ «αν -λεω αν- ισχυ ολ αυτ λεν ρεπορταζ συστηματ δεχ αργυρουπολη, τοτε εισαγγελ πρεπ συντομ επισκεφθ μερικ σπιτια.>, <Sentence: αυτ αναφερει, μες επικεφαλ ποταμιου, σταυρ θεοδωρακης, σημειωνει: «τα παιδ ασκ επες ουρανο.>, <Sentence: μεσα σχολει -λενε παλι επιστημονες- υπαρχ ολ σημαδ μαρτυρ καποι παιδ βασανιζ ταξ ",-1
2839,"[<Sentence: συγκεκριμενα, πλαισι περιπολ στελεχ γραφει ασφαλει κεντρ λιμεναρχει ροδου, περιοχ αναληψ ροδου, διενεργ σωματ ελεγχ νωριτερ ειχ εξελθ οικει κατοχ βρεθ τρ πλαστικ συσκευας οποι περιειχ ποσοτητ ηρωιν συνολ μεικτ βαρ ",-1
2840,"[<Sentence: ενα καλοκαιρ γεματ μουσικ πορο: μεγαλ ονομ νης οπως καθε χρονο, ετσι φετος, καλοκαιρ πορ ειναι γεματ πολιτιστ εκδηλωσεις, μεγαλ συναυλ φεστιβαλ.οι εκδηλως διοργανων δημ πορ υπο αιγιδ περιφερει αττικ ιδιωτ φορ υπο αιγιδ δημ πορου, υποστηριξ τοπ χορηγ εθελοντ εισοδ αυτ ειναι ελευθερη.ακολουθει προγραμμ εκδηλως εχ προγραμματισθ μεχρι σημερα, οποι εμπλουτισθ αμεσως επομεν διαστημα:• σαββατ ιουλιου, παραλ ασκελιου: συναυλ χρηστ δαντη• κυριακ ιουλιου, παραλ ρως ναυσταθμου: συναυλ συμμετοχ λακ παπαδοπουλου• τριτ αυγουστου, νεωρ παραλ πετρου: συναυλ φοιβ δεληβορια• αυγουστος: ομαδ εκθες φωτογραφ θεμ φωτογραφ νυχτας• πεμπτ τριτ ιουλιου: ετης γιορτ πολιτιστ συλλογ γυναικ «η ποριωτισσα», εκδηλως εστιασμεν ποριωτ πολιτισμ οχι μονο• παρασκευ αυγουστου, αμφιθεατρ ",0
2841,"[<Sentence: εξαπολυ ουσιαστ πυρ κατα ευχ μπορ «φυγει» ιδε «οι πολιτ ερχ φευγουν, αλλα προβλημ δημιουργ μεν ",0
2842,"[<Sentence: ομως αποφας στ σταματ περαιτερ ελεγχο.«δεν ειναι αδικημ λογαριασμ εξωτερικο»κλεινοντας τοποθετης κ. πιτσιλ εβαλ ταφοπλακ ολ αντιπολιτευτ ρητορει συριζ προηγουμεν διαστημ σχετ λιστ εξωτερ λεγοντας: «το διατηρ καν εν λογαριασμ εξωτερ ειναι ποιν αδικημ ",-1
2844,"[<Sentence: αυτοκινητ συνοριακ σημει διελευς αστυνομ τμημ διαβατηριακ ελεγχ μαζ τελωνειακ υπαλληλους, αποκαλυψ αβολιδωτ φυσιγγ πακετ τσιγαρων, συσκευας καπν συνολ βαρ γραμμαρ συσκευας παιδ αθυρματα, οποι προσπαθ εισαγ χωρ χωρις καταβαλλ αναλογ φορ δασμ δημοσιο.ολα κατασχεθηκαν, οπως αυτοκινητο, ενω συνεληφθ δυο ανδρες, συζυγ εν γι τους, οποι παραπεμφθ εισαγγελ πρωτοδικ αλεξανδρουπολ κατηγορουμεν παραβας νομ περι οπλ περι ειδ πυροτεχνιας, αλλα ",-1
2845,"[<Sentence: προκειτα κατι οποι πιστευ ολ κοσμ ενωθ μαζ καταδικασει», σημειωσε.συμφωνα αστυνομ αρχες, στερτζ αγγιξ καποι αντικειμεν ειχ μολυνθ νοβιτσοκ, αποστας λιγ χιλιομετρ σημει οπου δηλητηριαστηκαν, περασμεν μαρτιο, ρως πρωην διπλ πρακτορ σεργκ σκριπαλ κορ του, ",-1
2846,"[<Sentence: αφου επανεξελεγ ανες ιουνιου, εξασφαλιζ ψηφων, ερντογ ορκιστ ενωπ εθνοσυνελευσης, οπου δεσμευτ μεταξυ αλλ προασπιστ αρχ κοσμ τουρκ ιδρυς μουσταφ κεμαλ ατατουρκ εκπληρως καθηκοντ τροπ «αμεροληπτο».>, <Sentence: «η τουρκ ξεκιν πορει ισχυρ κυβερνης χωρα», υπογραμμις ταγιπ ερντογ ομιλ εκφων εξω προεδρ μεγαρ αγκυρα, μετα ορκωμος του, υποσχομεν επιτευξ προοδ καθε τομεα, ανθρωπιν δικαιωμ εως επενδυσεις.>, <Sentence: τουρκ προεδρ ειπ επισης πρωτ συνεδριας νε υπουργ συμβουλιου, αναμεν ανακοινως προσεχως, διεξαχθ ",0
2848,"[<Sentence: umidigi «κλωνος» περιμεν καιρ σημεριν επισημ διαθες αγορ μας… γεμιζ προσδοκ ειναι ",0
2849,"[<Sentence: μεσα εκθες αυτη, αναδειχτ σπουδαι πολυετ εργ αναπληρωτρ καθηγητρ ιστολογιας-εμβρυολογιας τμημ ιατρ δημοκριτει πανεπιστημ θρακης, μαρ λαμπροπουλου, οποι παρουσιας πως, μεσα μικροσκοπηση, μπορ γενν εν μοναδικ εργ τεχνης: φωτογραφ απεικονιζ κυτταρ σχηματισμ ανθρωπιν οργανισμου.τα συγκεκριμεν εργ τεχν κυρι λαμπροπουλου, εγιν γραμματοσημα, μαλιστα δυο χρον τυπωθ εκατομμυρια, οποι κυκλοφορ ολ ταχυδρομεια.την εκθες παρακολουθ εκπροσωπ πολιτ φορεων, ανθρωπ τεχν πληθ κοσμου.αυτη μοναδικ βραδ συνοδευς μουσικ λουκ γιωρκας, ερμηνευ αξεχαστ δημιουργ ",0
2850,"[<Sentence: συγκεντρως πραγματοποι υστερα διαδικτυακ καλεσμ εκτ αιτημ αμες αποφυλακιση, μελ ομαδ εξεφρας συμπαραστας δυο ελλην στρατιωτ οικογενει ",-1
